First Name,Last Name,Email,Phone Number,Company Name,Industry,Lead Source,Lead Status,Lead Score,Created Date,Opportunity Amount,Opportunity Stage,Probability of Close,Age,Gender,Location,Product Interest,Last Interaction Date,Contract Type,Contract Start Date,Contract End Date,Monthly Revenue,Support Tickets Open,Support Tickets Closed,Last Email Sent Date,Last Phone Call Date,Last Meeting Date,Email Thread,Notes,Comments
Timothy,Barnett,kimberly80@example.com,+1-782-406-8200x858,Smith and Sons,Finance,Social Media,New,41,2023-11-08,78176,Qualification,0.8366155972571596,61,Female,New Tyler,Product B,2023-06-07,Custom,2021-12-31,2023-09-23,547,6,2,2023-07-04,2023-09-05,2023-05-17,['Instead other face sometimes. Identify month market key.'],"['Word board simply get fall factor religious. Fine range remember international act second remain.', 'Money history write together. Certain especially sing.', 'Kitchen find two exist economic. Important plan base source know high together. Bed fish campaign.']",['Heavy quickly all on thus line choice. Should itself finally despite very miss. Growth man yes responsibility.']
Chad,Perez,paul17@example.org,845.533.0856x947,"Hayes, Powers and Barrett",Healthcare,Referral,New,36,2022-10-10,99933,Negotiation,0.7164598882158056,62,Male,Jameston,Product B,2023-03-27,Custom,2023-01-17,2023-12-30,7911,2,1,2023-05-13,2023-05-30,2023-12-18,"['Today PM seat natural financial. Care thing score positive respond claim population. Southern debate former up lay throughout.', 'Tv wife evening population organization site. Art my machine happen.']",['Prevent power ability president. Look always outside find front middle speech. Together available risk story better. Pretty rest rule professional.'],"['Me direction check hospital service natural contain. Our we skill station report.', 'Song left free close. Piece test herself beat event born.', 'Race word receive open thus run. Attention everything most kitchen as start small election. Training amount listen beyond they more gas cultural.']"
Douglas,Compton,jessica53@example.com,(681)606-2023x6790,Harrison Ltd,Technology,Referral,Qualified,42,2022-11-03,97024,Qualification,0.556194231467451,74,Female,South Aprilshire,Product D,2024-02-15,Custom,2022-06-01,2024-02-03,8165,7,4,2023-04-29,2023-03-26,2023-04-26,"['Relate seem force specific. Show challenge face firm thus station job blue.', 'Increase indicate nearly crime economic be.']",['Collection floor reality race. Movement he record him. Enter of soldier serious ago.'],['Open agent end deal together. Home though expect should party group half. Key firm opportunity after focus.']
Amanda,Mendoza,elizabeth50@example.com,956-797-6753x080,Lewis-Larson,Healthcare,Referral,Qualified,74,2023-03-04,95774,Needs Analysis,0.331223153609738,74,Female,Port Jeffrey,Product C,2023-03-25,One-time Purchase,2022-01-02,2023-06-20,4108,7,6,2023-06-25,2023-10-05,2024-01-30,['Argue resource down recent. Organization organization skin school first.'],"['Officer claim arm save shake change market. Decide interview think necessary.', 'Light white like professional determine pay. Allow meeting adult few. Three support catch effort. Sit cup international though.']",['Ten wait join clear. Consider side history party ability. About must build fight yeah.']
Catherine,Sellers,ryanmueller@example.net,+1-233-917-8190x8075,Jones-Nunez,Healthcare,Website,New,35,2024-02-09,27530,Prospecting,0.7206513651347272,37,Female,Lake Benjamin,Product B,2023-12-22,Service Agreement,2022-12-15,2023-07-16,808,6,2,2024-02-01,2023-08-25,2023-04-28,"['Poor television letter. Test watch move human spend PM address. Sense worker there writer. With call option throughout.', 'Consumer election picture nation page east tax. Wall scientist machine ten. Sell mother ball room reason window.']",['Order marriage off hot it. Increase teacher minute.'],"['By concern other fire. Air heavy letter different develop energy international.', 'Financial any operation various partner real one. Tv light hair skill tell ball enter. Ready national situation American wife.', 'Miss method wall road point management. Radio trade table north site draw commercial. Lay interesting ground fish now.']"
Deborah,Chang,tprince@example.com,7193950824,"Curtis, Johnson and Austin",Retail,Website,New,20,2022-05-11,39983,Negotiation,0.5312015883147235,46,Male,New Todd,Product B,2023-04-27,One-time Purchase,2022-08-06,2023-11-24,8096,2,1,2023-11-05,2023-07-28,2023-03-10,['Anyone officer call responsibility other. Attorney Democrat everybody business for exist worker.'],['Poor significant rock can company onto. Can young woman nation over market rather meet. Keep soldier production trial page free.'],['Across year strong be they. More try father glass range trouble arrive. Step decision maybe piece.']
Kathryn,Taylor,millerstacey@example.net,968-944-1257x89600,"Aguirre, Campbell and Cline",Healthcare,Social Media,Qualified,31,2021-04-03,93199,Prospecting,0.3275903989945218,73,Male,Petersonchester,Product B,2023-03-04,Subscription,2021-10-05,2023-09-17,8269,6,5,2023-10-25,2023-05-13,2023-08-23,"['Beat heart democratic deep. Which produce wish Mr response couple current. Yet than bag million.', 'Hot sometimes yard house hard trial raise. Visit final important summer have card subject.']","['Few book last ask wonder. School church however agency.', 'Security compare seven consider particular article responsibility. Without chance line beautiful event bank.']","['Exactly in play now wind. Mission a class degree PM work pass.', 'Read sign order along always. South participant outside anyone bed performance.']"
Zachary,Olson,samuel96@example.net,980-913-5345x60879,Parks PLC,Manufacturing,Website,Qualified,22,2023-02-07,83808,Negotiation,0.4094033872633347,52,Male,Joneschester,Product A,2023-03-15,Custom,2022-07-03,2023-05-21,3266,0,0,2023-03-19,2023-05-28,2024-01-29,"['Soon treatment nearly party state hand including risk. Five still without list project.', 'Seek energy with industry win discussion. Here item most begin among.', 'Determine table role indicate natural bad. Natural away sport true itself policy.']","['Room movement name dinner popular it story everything. Single put foot hold past.', 'Style appear century ability. Central charge wish force federal.']","['Commercial message relationship support teach set. I increase material force.', 'Forward have much he community. Movie model true Republican manage rather actually nature. Beautiful second loss us although edge financial same.']"
Annette,Beard,charleswalton@example.org,+1-454-323-9216x501,Martinez Inc,Finance,Social Media,Lost,91,2020-04-30,30281,Closed Won,0.059660755439971846,45,Male,Byrdburgh,Product C,2023-05-02,Custom,2022-05-19,2023-08-12,6031,10,1,2023-08-05,2024-02-07,2023-06-02,['Notice hard audience ok.'],['Attack move indeed produce road hundred money figure. Other candidate skin.'],['Threat receive determine sea center until.']
Bonnie,Kim,tracy18@example.com,(533)558-1232x5820,Knapp Group,Finance,Cold Call,Lost,33,2023-02-25,84462,Prospecting,0.4648768734598405,76,Male,South Michealland,Product B,2023-02-25,One-time Purchase,2021-09-07,2023-04-08,6525,2,1,2023-03-08,2023-04-03,2023-07-11,['Cut material down particular state cover. Month order situation condition special. Account surface public.'],['Benefit miss alone collection. Few artist might sister. Time buy right politics let middle.'],"['Interesting take to piece. Better learn issue soon. Week hotel whether. Film she pattern.', 'Treat certain network miss. Many success benefit cut player evidence family.', 'And adult about film either let. Deal across laugh.']"
Richard,Greene,qsmith@example.org,001-456-976-4290,"Donovan, Woods and Wang",Healthcare,Website,Qualified,77,2020-01-29,64087,Negotiation,0.49432285998299397,24,Male,East Brandi,Product A,2024-02-07,Custom,2021-08-10,2023-08-27,4501,5,0,2023-03-05,2023-12-12,2023-09-25,['Less house station them.'],"['East enjoy bring guy. Start analysis decide suddenly table.', 'Model land week free something air prevent. Art street music us couple future. Prove read old.']","['Shoulder pay today within stuff owner most difference. Radio rest run develop. Goal force ground difficult consider. Up store teacher front.', 'Opportunity help along education notice. Each onto especially money firm others.']"
Wyatt,Flores,rbryant@example.org,940.580.5011x15645,Mcgee and Sons,Technology,Cold Call,Contacted,20,2020-01-09,40538,Closed Lost,0.08406336892157829,68,Female,Patriciaville,Product A,2023-09-23,One-time Purchase,2021-03-05,2023-08-14,790,5,0,2023-10-06,2023-09-05,2023-10-04,['Direction rise necessary. Evidence down glass program this.'],"['Report her since pass right short. Story democratic policy. Explain television letter.', 'What lose network without. Day interest but national.', 'Defense evidence itself own sign. Herself past final. Note check produce process even.']","['Team until listen feeling majority member a. Mind finally affect arm. Ability education hand design nor use.', 'Beautiful so blood those dream. Stage off employee. Catch have mention new work forward at.', 'Size training resource maybe score short information. Laugh treat us president respond. Hotel should along still lawyer police white. Fear he color capital collection win chair.']"
Joseph,Hill,tbrown@example.org,+1-307-560-3960,"Bailey, Mcdonald and Montgomery",Manufacturing,Website,Qualified,1,2020-06-09,30835,Closed Won,0.925306903763648,48,Female,Andreachester,Product A,2023-04-04,Custom,2021-05-08,2023-10-29,5019,8,0,2023-06-13,2024-01-06,2023-10-07,"['Loss station drop all four. Military hand son. Meeting save anyone eye push.', 'Seem or fear manage. Still treat wonder fly billion season there military. Sense sound enough floor.']",['Walk represent early study son. Tell image pull allow something design. Begin industry control treat to.'],['Wrong more number good pattern or. His radio question.']
Stephen,Gonzalez,laurenguerrero@example.net,2617785382,Coleman Ltd,Manufacturing,Website,New,22,2022-01-19,5748,Proposal,0.6043736148441154,26,Male,Port Haleybury,Product C,2023-10-21,Service Agreement,2022-01-24,2023-12-21,7397,8,2,2023-08-20,2023-05-03,2023-03-22,"['Owner agency both discover early. Just discuss two. Travel class few room.', 'Through agent laugh TV. List memory concern coach significant whose your light. Public current nearly view author institution administration. Later worry fly face southern throughout message hair.', 'Week theory hour attorney player green commercial.']","['Certainly state positive method political. Two fast cause live go generation quality almost. Main himself thought scientist.', 'Best serious past all increase image family.', 'Value anything newspaper ask foot power. Kid these nothing west total. Effect structure add prevent range relationship can. Buy thus explain loss.']","['Media each happy between campaign. Bad executive not forget performance second. Return difference during least several push might.', 'Term course conference. Ahead while level tax amount it.']"
Tonya,Douglas,anthonyreynolds@example.org,(925)844-5941x29799,Sullivan PLC,Manufacturing,Website,Qualified,18,2023-04-05,12898,Proposal,0.9252084613063183,65,Female,Greenton,Product A,2023-08-28,Custom,2021-05-10,2023-09-11,129,2,0,2023-06-24,2023-12-17,2023-02-22,"['Factor claim create performance. Difference stuff throughout oil can.', 'Member old in employee current. Option reduce speech together deep close image.', 'Road development weight effort wind. Thus often produce anything data fast.']","['Dark test consider character walk fall. Follow side similar large recently reason figure. Door change house statement about stuff mention.', 'Require action hundred. Up player hundred. Senior cell together blue live.']","['Card range phone board. Although nice kind activity keep.', 'Operation party interview north performance bit. Trip society continue. Knowledge the article at former population education hope.']"
